"Ticker","Year"
"IR","2019"
"IR","2016"
"ISRG","2021"
"ISRG","2017"
"ISRG","2016"
"ISRG","2018"
"ISRG","2022"
"ISRG","2015"
"ISRG","2020"
"ISRG","2019"
"IT","2021"
"IT","2019"
"IT","2017"
"IT","2020"
"IT","2022"
"IT","2018"
"ITW","2015"
"ITW","2016"
"ITW","2021"
"ITW","2020"
"ITW","2018"
"ITW","2019"
"ITW","2022"
"ITW","2017"
"J","2020"
"J","2022"
"J","2021"
"J","2019"
"JBHT","2020"
"JBHT","2022"
"JBHT","2021"
"JBHT","2016"
"JBHT","2017"
"JBHT","2018"
"JBHT","2015"
"JBHT","2019"
"JCI","2022"
"JCI","2017"
"JCI","2020"
"JCI","2021"
"JCI","2015"
"JCI","2019"
"JCI","2016"
"JCI","2018"
"JKHY","2020"
"JKHY","2022"
"JKHY","2018"
"JKHY","2021"
"JKHY","2019"
"JNJ","2020"
"JNJ","2017"
"JNJ","2021"
"JNJ","2015"
"JNJ","2019"
"JNJ","2016"
"JNJ","2022"
"JNJ","2018"
"JNPR","2015"
"JNPR","2021"
"JNPR","2016"
"JNPR","2017"
"JNPR","2019"
"JNPR","2018"
"JNPR","2020"
"JNPR","2022"
"JWN","2016"
"JWN","2017"
"JWN","2019"
"JWN","2015"
"JWN","2018"
"K","2021"
"K","2015"
"K","2019"
"K","2018"
"K","2017"
"K","2016"
"K","2022"
"K","2020"
"KDP","2022"
"KDP","2016"
"KDP","2017"
"KDP","2015"
"KEYS","2021"
"KEYS","2022"
"KEYS","2020"
"KEYS","2018"
"KEYS","2019"
"KHC","2017"
"KHC","2018"
"KHC","2015"
"KHC","2016"
"KHC","2021"
"KHC","2019"
"KHC","2022"
"KHC","2020"
"KLAC","2021"
"KLAC","2022"
"KLAC","2015"
"KLAC","2016"
"KLAC","2018"
"KLAC","2017"
"KLAC","2019"
"KLAC","2020"
"KMB","2016"
"KMB","2021"
"KMB","2015"
"KMB","2020"
"KMB","2022"
"KMB","2018"
"KMB","2019"
"KMB","2017"
"KMI","2015"
"KMI","2022"
"KMI","2021"
"KMI","2020"
"KMI","2018"
"KMI","2019"
"KMI","2017"
"KMI","2016"
"KMX","2015"
"KMX","2020"
"KMX","2019"
"KMX","2021"
"KMX","2018"
"KMX","2017"
"KMX","2022"
"KMX","2016"
"KO","2020"
"KO","2022"
"KO","2019"
"KO","2018"
"KO","2015"
"KO","2021"
"KO","2017"
"KO","2016"
"KR","2018"
"KR","2021"
"KR","2015"
"KR","2022"
"KR","2016"
"KR","2020"
"KR","2019"
"KR","2017"
"KSS","2019"
"KSS","2017"
"KSS","2015"
"KSS","2016"
"KSS","2018"
"KSU","2017"
"KSU","2020"
"KSU","2015"
"KSU","2018"
"KSU","2016"
"KSU","2019"
"LDOS","2022"
"LDOS","2020"
"LDOS","2019"
"LDOS","2021"
"LEG","2016"
"LEG","2015"
"LEG","2020"
"LEG","2017"
"LEG","2018"
"LEG","2019"
"LEN","2016"
"LEN","2015"
"LEN","2022"
"LEN","2020"
"LEN","2019"
"LEN","2018"
"LEN","2017"
"LEN","2021"
"LH","2017"
"LH","2019"
"LH","2016"
"LH","2021"
"LH","2022"
"LH","2020"
"LH","2015"
"LH","2018"
"LHX","2021"
"LHX","2022"
"LHX","2019"
"LHX","2020"
"LIN","2020"
"LIN","2019"
"LIN","2021"
"LIN","2022"
"LIN","2018"
"LKQ","2021"
"LKQ","2017"
"LKQ","2018"
"LKQ","2022"
"LKQ","2020"
"LKQ","2016"
"LKQ","2019"
"LLTC","2015"
"LLTC","2016"
"LLY","2015"
"LLY","2021"
"LLY","2016"
"LLY","2022"
"LLY","2020"
"LLY","2019"
"LLY","2018"
"LLY","2017"
"LMT","2021"
"LMT","2022"
"LMT","2017"
"LMT","2016"
"LMT","2018"
"LMT","2020"
"LMT","2019"
"LMT","2015"
"LNT","2016"
"LNT","2021"
"LNT","2018"
"LNT","2019"
"LNT","2022"
"LNT","2020"
"LNT","2017"
"LOW","2022"
"LOW","2021"
"LOW","2018"
"LOW","2019"
"LOW","2016"
"LOW","2020"
"LOW","2017"
"LOW","2015"
"LRCX","2017"
"LRCX","2015"
"LRCX","2020"
"LRCX","2021"
"LRCX","2018"
"LRCX","2016"
"LRCX","2019"
"LRCX","2022"
"LUMN","2022"
"LUMN","2021"
"LUMN","2020"
"LUV","2015"
"LUV","2022"
"LUV","2016"
"LUV","2020"
"LUV","2019"
"LUV","2021"
"LUV","2017"
"LUV","2018"
"LVLT","2015"
"LVLT","2016"
"LVS","2019"
"LVS","2022"
"LVS","2020"
"LVS","2021"
"LW","2022"
"LW","2020"
"LW","2021"
"LW","2019"
"LW","2018"
"LYB","2021"
"LYB","2016"
"LYB","2020"
"LYB","2019"
"LYB","2022"
"LYB","2015"
"LYB","2017"
"LYB","2018"
"LYV","2019"
"LYV","2020"
"LYV","2021"
"LYV","2022"
"M","2019"
"M","2018"
"M","2015"
"M","2017"
"M","2016"
"MAR","2019"
"MAR","2017"
"MAR","2015"
"MAR","2022"
"MAR","2021"
"MAR","2016"
"MAR","2018"
"MAR","2020"
"MAS","2019"
"MAS","2022"
"MAS","2016"
"MAS","2021"
"MAS","2017"
"MAS","2018"
"MAS","2015"
"MAS","2020"
"MAT","2018"
"MAT","2016"
"MAT","2015"
"MAT","2017"
"MCD","2017"
"MCD","2022"
"MCD","2021"
"MCD","2020"
"MCD","2016"
"MCD","2019"
"MCD","2015"
"MCD","2018"
"MCHP","2015"
"MCHP","2022"
"MCHP","2021"
"MCHP","2017"
"MCHP","2020"
"MCHP","2016"
"MCHP","2018"
"MCHP","2019"
"MCK","2021"
"MCK","2022"
"MCK","2019"
"MCK","2018"
"MCK","2015"
"MCK","2020"
"MCK","2016"
"MCK","2017"
"MCO","2022"
"MCO","2019"
"MCO","2016"
"MCO","2015"
"MCO","2017"
"MCO","2018"
"MCO","2021"
"MCO","2020"
"MDLZ","2015"
"MDLZ","2016"
"MDLZ","2020"
"MDLZ","2021"
"MDLZ","2017"
"MDLZ","2022"
"MDLZ","2019"
"MDLZ","2018"
"MDT","2022"
"MDT","2019"
"MDT","2020"
"MDT","2016"
"MDT","2021"
"MDT","2017"
"MDT","2015"
"MDT","2018"
"META","2022"
"MGM","2017"
"MGM","2020"
"MGM","2019"
"MGM","2022"
"MGM","2021"
"MGM","2018"
"MHK","2021"
"MHK","2019"
"MHK","2018"
"MHK","2016"
"MHK","2015"
"MHK","2020"
"MHK","2022"
"MHK","2017"
"MJN","2015"
"MJN","2016"
"MKC","2017"
"MKC","2022"
"MKC","2021"
"MKC","2020"
"MKC","2015"
"MKC","2018"
"MKC","2016"
"MKC","2019"
"MLM","2020"
"MLM","2015"
"MLM","2022"
"MLM","2017"
"MLM","2016"
"MLM","2019"
"MLM","2021"
"MLM","2018"
"MMM","2017"
"MMM","2022"
"MMM","2016"
"MMM","2018"
"MMM","2019"
"MMM","2021"
"MMM","2020"
"MMM","2015"
"MNK","2016"
"MNK","2015"
"MNST","2017"
"MNST","2021"
"MNST","2016"
"MNST","2020"
"MNST","2022"
"MNST","2015"
"MNST","2019"
"MNST","2018"
"MO","2020"
"MO","2017"
"MO","2015"
"MO","2018"
"MO","2022"
"MO","2021"
"MO","2016"
"MO","2019"
"MON","2016"
"MON","2017"
"MON","2015"
"MOS","2021"
"MOS","2018"
"MOS","2022"
"MOS","2015"
"MOS","2019"
"MOS","2017"
"MOS","2020"
"MOS","2016"
"MPC","2021"
"MPC","2015"
"MPC","2016"
"MPC","2022"
"MPC","2017"
"MPC","2019"
"MPC","2018"
"MPC","2020"
"MPWR","2022"
"MPWR","2021"
"MRK","2022"
"MRK","2019"
"MRK","2016"
"MRK","2017"
"MRK","2018"
"MRK","2020"
"MRK","2021"
"MRK","2015"
"MRNA","2021"
"MRNA","2022"
"MRO","2016"
"MRO","2020"
"MRO","2018"
"MRO","2019"
"MRO","2015"
"MRO","2021"
"MRO","2022"
"MRO","2017"
"MSFT","2020"
"MSFT","2016"
"MSFT","2018"
"MSFT","2017"
"MSFT","2015"
"MSFT","2022"
"MSFT","2021"
"MSFT","2019"
"MSI","2018"
"MSI","2019"
"MSI","2017"
"MSI","2020"
"MSI","2016"
"MSI","2015"
"MSI","2021"
"MSI","2022"
"MTCH","2022"
"MTCH","2021"
"MTD","2019"
"MTD","2018"
"MTD","2022"
"MTD","2016"
"MTD","2017"
"MTD","2020"
"MTD","2021"
"MU","2015"
"MU","2018"
"MU","2017"
"MU","2021"
"MU","2019"
"MU","2022"
"MU","2016"
"MU","2020"
"MUR","2016"
"MUR","2015"
"MXIM","2020"
"MXIM","2018"
"MXIM","2019"
"NBL","2018"
"NBL","2015"
"NBL","2019"
"NBL","2017"
"NBL","2016"
"NCLH","2020"
"NCLH","2022"
"NCLH","2019"
"NCLH","2021"
"NCLH","2017"
"NCLH","2018"
"NDSN","2022"
"NEE","2021"
"NEE","2015"
"NEE","2019"
"NEE","2020"
"NEE","2017"
"NEE","2016"
"NEE","2022"
"NEE","2018"
"NEM","2017"
"NEM","2019"
"NEM","2020"
"NEM","2018"
"NEM","2016"
"NEM","2022"
"NEM","2021"
"NEM","2015"
"NFLX","2022"
"NFLX","2016"
"NFLX","2018"
"NFLX","2021"
"NFLX","2017"
"NFLX","2019"
"NFLX","2015"
"NFLX","2020"
"NFX","2015"
"NFX","2018"
"NFX","2016"
"NFX","2017"
"NI","2019"
"NI","2021"
"NI","2017"
"NI","2020"
"NI","2022"
"NI","2016"
"NI","2015"
"NI","2018"
"NKE","2022"
"NKE","2021"
"NKE","2017"
"NKE","2019"
"NKE","2015"
"NKE","2018"
"NKE","2016"
"NKE","2020"
"NKTR","2018"
"NLSN","2015"
"NLSN","2021"
"NLSN","2020"
"NLSN","2017"
"NLSN","2019"
"NLSN","2018"
"NLSN","2016"
"NOC","2016"
"NOC","2017"
"NOC","2019"
"NOC","2018"
"NOC","2022"
"NOC","2020"
"NOC","2015"
"NOC","2021"
"NOV","2016"
"NOV","2019"
"NOV","2017"
"NOV","2020"
"NOV","2015"
"NOV","2018"
"NOW","2019"
"NOW","2021"
"NOW","2020"
"NOW","2022"
"NRG","2017"
"NRG","2015"
"NRG","2019"
"NRG","2016"
"NRG","2020"
"NRG","2018"
"NRG","2022"
"NRG","2021"
"NSC","2018"
"NSC","2020"
"NSC","2016"
"NSC","2015"
"NSC","2021"
"NSC","2019"
"NSC","2022"
"NSC","2017"
"NTAP","2021"
"NTAP","2022"
"NTAP","2016"
"NTAP","2017"
"NTAP","2018"
"NTAP","2019"
"NTAP","2020"
"NTAP","2015"
"NUE","2015"
"NUE","2016"
"NUE","2019"
"NUE","2022"
"NUE","2021"
"NUE","2020"
"NUE","2017"
"NUE","2018"
"NVDA","2016"
"NVDA","2022"
"NVDA","2015"
"NVDA","2018"
"NVDA","2019"
"NVDA","2017"
"NVDA","2020"
"NVDA","2021"
"NVR","2021"
"NVR","2019"
"NVR","2020"
"NVR","2022"
"NWL","2018"
"NWL","2016"
"NWL","2021"
"NWL","2022"
"NWL","2015"
"NWL","2019"
"NWL","2020"
"NWL","2017"
"NWS","2019"
"NWS","2017"
"NWS","2021"
"NWS","2018"
"NWS","2015"
"NWS","2020"
"NWS","2022"
"NWS","2016"
"NWSA","2022"
"NWSA","2016"
"NWSA","2018"
"NWSA","2021"
"NWSA","2015"
"NWSA","2019"
"NWSA","2017"
"NWSA","2020"
"NXPI","2022"
"NXPI","2021"
"ODFL","2020"
"ODFL","2022"
"ODFL","2021"
"ODFL","2019"
"OGN","2021"
"OGN","2022"
"OI","2015"
"OKE","2016"
"OKE","2022"
"OKE","2018"
"OKE","2021"
"OKE","2015"
"OKE","2019"
"OKE","2017"
"OKE","2020"
"OMC","2019"
"OMC","2020"
"OMC","2015"
"OMC","2016"
"OMC","2018"
"OMC","2017"
"OMC","2021"
"OMC","2022"
"ON","2022"
"ORCL","2017"
"ORCL","2016"
"ORCL","2022"
"ORCL","2018"
"ORCL","2019"
"ORCL","2015"
"ORCL","2021"
"ORCL","2020"
"ORLY","2015"
"ORLY","2019"
"ORLY","2021"
"ORLY","2022"
"ORLY","2020"
"ORLY","2018"
"ORLY","2017"
"ORLY","2016"
"OTIS","2021"
"OTIS","2022"
"OTIS","2020"
"OXY","2018"
"OXY","2017"
"OXY","2015"
"OXY","2022"
"OXY","2021"
"OXY","2016"
"OXY","2019"
"OXY","2020"
"PARA","2022"
"PAYC","2021"
"PAYC","2020"
"PAYC","2022"
"PAYX","2018"
"PAYX","2015"
"PAYX","2019"
"PAYX","2020"
"PAYX","2017"
"PAYX","2022"
"PAYX","2016"
"PAYX","2021"
"PBI","2015"
"PBI","2016"
"PCAR","2015"
"PCAR","2021"
"PCAR","2018"
"PCAR","2016"
"PCAR","2017"
"PCAR","2019"
"PCAR","2022"
"PCAR","2020"
"PCG","2015"
"PCG","2018"
"PCG","2017"
"PCG","2016"
"PCG","2022"
"PCL","2015"
"PCP","2015"
"PDCO","2016"
"PDCO","2017"
"PDCO","2015"
"PEG","2015"
"PEG","2019"
"PEG","2021"
"PEG","2022"
"PEG","2017"
"PEG","2018"
"PEG","2016"
"PEG","2020"
"PENN","2021"
"PEP","2017"
"PEP","2021"
"PEP","2020"
"PEP","2018"
"PEP","2019"
"PEP","2015"
"PEP","2022"
"PEP","2016"
"PFE","2021"
"PFE","2018"
"PFE","2015"
"PFE","2022"
"PFE","2016"
"PFE","2020"
"PFE","2017"
"PFE","2019"
"PG","2016"
"PG","2017"
"PG","2020"
"PG","2022"
"PG","2019"
"PG","2021"
"PG","2015"
"PG","2018"
"PH","2017"
"PH","2015"
"PH","2019"
"PH","2020"
"PH","2018"
"PH","2016"
"PH","2022"
"PH","2021"
"PHM","2022"
"PHM","2017"
"PHM","2019"
"PHM","2016"
"PHM","2018"
"PHM","2021"
"PHM","2015"
"PHM","2020"
"PKG","2020"
"PKG","2019"
"PKG","2022"
"PKG","2018"
"PKG","2017"
"PKG","2021"
"PKI","2021"
"PKI","2022"
"PKI","2017"
"PKI","2015"
"PKI","2016"
"PKI","2020"
"PKI","2019"
"PKI","2018"
"PM","2016"
"PM","2019"
"PM","2018"
"PM","2022"
"PM","2021"
"PM","2015"
"PM","2017"
"PM","2020"
"PNR","2017"
"PNR","2016"
"PNR","2022"
"PNR","2019"
"PNR","2015"
"PNR","2021"
"PNR","2020"
"PNR","2018"
"PNW","2018"
"PNW","2016"
"PNW","2017"
"PNW","2021"
"PNW","2020"
"PNW","2019"
"PNW","2015"
"PNW","2022"
"POM","2015"
"POOL","2020"
"POOL","2022"
"POOL","2021"
"PPG","2017"
"PPG","2015"
"PPG","2021"
"PPG","2018"
"PPG","2019"
"PPG","2020"
"PPG","2016"
"PPG","2022"
"PPL","2016"
"PPL","2021"
"PPL","2017"
"PPL","2022"
"PPL","2019"
"PPL","2015"
"PPL","2018"
"PPL","2020"
"PRGO","2016"
"PRGO","2020"
"PRGO","2017"
"PRGO","2015"
"PRGO","2019"
"PRGO","2018"
"PSX","2017"
"PSX","2018"
"PSX","2020"
"PSX","2016"
"PSX","2015"
"PSX","2022"
"PSX","2021"
"PSX","2019"
"PTC","2021"
"PTC","2022"
"PVH","2015"
"PVH","2017"
"PVH","2019"
"PVH","2021"
"PVH","2018"
"PVH","2016"
"PVH","2020"
"PWR","2015"
"PWR","2017"
"PWR","2018"
"PWR","2020"
"PWR","2019"
"PWR","2021"
"PWR","2016"
"PWR","2022"
"PXD","2017"
"PXD","2021"
"PXD","2015"
"PXD","2020"
"PXD","2018"
"PXD","2022"
"PXD","2016"
"PXD","2019"
"PYPL","2017"
"PYPL","2016"
"PYPL","2020"
"PYPL","2015"
"PYPL","2022"
"PYPL","2021"
"PYPL","2019"
"PYPL","2018"
"QCOM","2017"
"QCOM","2018"
"QCOM","2021"
"QCOM","2015"
"QCOM","2016"
"QCOM","2020"
"QCOM","2022"
"QCOM","2019"
"QRVO","2017"
"QRVO","2019"
"QRVO","2020"
"QRVO","2022"
"QRVO","2018"
"QRVO","2021"
"QRVO","2015"
"QRVO","2016"
"R","2015"
"R","2016"
"RAI","2015"
"RAI","2016"
"RCL","2015"
"RCL","2018"
"RCL","2021"
"RCL","2022"
"RCL","2020"
"RCL","2016"
"RCL","2017"
"RCL","2019"
"REGN","2021"
"REGN","2016"
"REGN","2015"
"REGN","2018"
"REGN","2017"
"REGN","2022"
"REGN","2020"
"REGN","2019"
"RHI","2016"
"RHI","2018"
"RHI","2021"
"RHI","2022"
"RHI","2019"
"RHI","2015"
"RHI","2017"
"RHI","2020"
"RHT","2016"
"RHT","2017"
"RHT","2015"
"RHT","2018"
"RIG","2015"
"RIG","2016"
"RL","2015"
"RL","2016"
"RL","2020"
"RL","2021"
"RL","2018"
"RL","2017"
"RL","2022"
"RL","2019"
"RMD","2017"
"RMD","2018"
"RMD","2019"
"RMD","2022"
"RMD","2020"
"RMD","2021"
"ROK","2022"
"ROK","2020"
"ROK","2021"
"ROK","2016"
"ROK","2015"
"ROK","2019"
"ROK","2018"
"ROK","2017"
"ROL","2019"
"ROL","2021"
"ROL","2020"
"ROL","2022"
"ROL","2018"
"ROP","2022"
"ROP","2021"
"ROP","2016"
"ROP","2020"
"ROP","2019"
"ROP","2017"
"ROP","2015"
"ROP","2018"
"ROST","2016"
"ROST","2019"
"ROST","2015"
"ROST","2020"
"ROST","2022"
"ROST","2018"
"ROST","2017"
"ROST","2021"
"RRC","2015"
"RRC","2016"
"RRC","2017"
"RSG","2017"
"RSG","2015"
"RSG","2016"
"RSG","2019"
"RSG","2022"
"RSG","2018"
"RSG","2020"
"RSG","2021"
"RTN","2017"
"RTN","2016"
"RTN","2018"
"RTN","2015"
"RTN","2019"
"RTX","2020"
"RTX","2022"
"RTX","2021"
"SBUX","2021"
"SBUX","2020"
"SBUX","2015"
"SBUX","2016"
"SBUX","2019"
"SBUX","2018"
"SBUX","2017"
"SBUX","2022"
"SCG","2017"
"SCG","2016"
"SCG","2018"
"SCG","2015"
"SE","2016"
"SE","2015"
"SEDG","2022"
"SEDG","2021"
"SEE","2019"
"SEE","2018"
"SEE","2015"
"SEE","2017"
"SEE","2016"
"SEE","2021"
"SEE","2022"
"SEE","2020"
"SHW","2017"
"SHW","2020"
"SHW","2022"
"SHW","2015"
"SHW","2021"
"SHW","2019"
"SHW","2018"
"SHW","2016"
"SIG","2016"
"SIG","2015"
"SIG","2017"
"SJM","2020"
"SJM","2016"
"SJM","2022"
"SJM","2019"
"SJM","2021"
"SJM","2015"
"SJM","2017"
"SJM","2018"
"SLB","2019"
"SLB","2015"
"SLB","2016"
"SLB","2022"
"SLB","2021"
"SLB","2018"
"SLB","2017"
"SLB","2020"
"SNA","2018"
"SNA","2017"
"SNA","2020"
"SNA","2021"
"SNA","2022"
"SNA","2019"
"SNA","2015"
"SNA","2016"
"SNDK","2015"
"SNI","2017"
"SNI","2015"
"SNI","2016"
"SNPS","2022"
"SNPS","2021"
"SNPS","2020"
"SNPS","2019"
"SNPS","2018"
"SNPS","2017"
"SO","2020"
"SO","2016"
"SO","2015"
"SO","2022"
"SO","2019"
"SO","2021"
"SO","2017"
"SO","2018"
"SPGI","2015"
"SPGI","2022"
"SPGI","2018"
"SPGI","2019"
"SPGI","2016"
"SPGI","2021"
"SPGI","2017"
"SPGI","2020"
"SPLS","2015"
"SPLS","2016"
"SRCL","2015"
"SRCL","2016"
"SRCL","2017"
"SRE","2020"
"SRE","2015"
"SRE","2016"
"SRE","2021"
"SRE","2018"
"SRE","2022"
"SRE","2017"
"SRE","2019"
"STE","2021"
"STE","2022"
"STE","2020"
"STE","2019"
"STJ","2015"
"STJ","2016"
"STLD","2022"
"STX","2015"
"STX","2019"
"STX","2017"
"STX","2022"
"STX","2020"
"STX","2021"
"STX","2016"
"STX","2018"
"STZ","2018"
"STZ","2016"
"STZ","2021"
"STZ","2017"
"STZ","2020"
"STZ","2022"
"STZ","2019"
"STZ","2015"
"SWK","2022"
"SWK","2016"
"SWK","2015"
"SWK","2018"
"SWK","2021"
"SWK","2017"
"SWK","2019"
"SWK","2020"
"SWKS","2018"
"SWKS","2021"
"SWKS","2019"
"SWKS","2020"
"SWKS","2015"
"SWKS","2017"
"SWKS","2016"
"SWKS","2022"
"SWN","2016"
"SWN","2015"
"SYK","2021"
"SYK","2016"
"SYK","2022"
"SYK","2017"
"SYK","2019"
"SYK","2018"
"SYK","2015"
"SYK","2020"
"SYY","2019"
"SYY","2017"
"SYY","2015"
"SYY","2016"
"SYY","2021"
"SYY","2022"
"SYY","2020"
"SYY","2018"
"T","2017"
"T","2021"
"T","2018"
"T","2016"
"T","2019"
"T","2015"
"T","2022"
"T","2020"
"TAP","2017"
"TAP","2016"
"TAP","2018"
"TAP","2022"
"TAP","2019"
"TAP","2021"
"TAP","2020"
"TAP","2015"
"TDC","2016"
"TDC","2015"
"TDG","2021"
"TDG","2017"
"TDG","2020"
"TDG","2022"
"TDG","2018"
"TDG","2019"
"TDG","2016"
"TDY","2022"
"TDY","2020"
"TDY","2021"
"TE","2015"
"TECH","2021"
"TECH","2022"
"TEL","2017"
"TEL","2022"
"TEL","2018"
"TEL","2019"
"TEL","2016"
"TEL","2015"
"TEL","2021"
"TEL","2020"
"TER","2022"
"TER","2020"
"TER","2021"
"TFX","2019"
"TFX","2021"
"TFX","2022"
"TFX","2020"
"TGNA","2016"
"TGNA","2015"
"TGT","2017"
"TGT","2016"
"TGT","2020"
"TGT","2019"
"TGT","2018"
"TGT","2022"
"TGT","2015"
"TGT","2021"
"THC","2015"
"TIF","2019"
"TIF","2017"
"TIF","2016"
"TIF","2020"
"TIF","2018"
"TIF","2015"
"TJX","2015"
"TJX","2020"
"TJX","2021"
"TJX","2019"
"TJX","2017"
"TJX","2016"
"TJX","2018"
"TJX","2022"
"TMO","2016"
"TMO","2015"
"TMO","2019"
"TMO","2018"
"TMO","2017"
"TMO","2021"
"TMO","2020"
"TMO","2022"
"TMUS","2022"
"TMUS","2020"
"TMUS","2021"
"TMUS","2019"
"TPR","2022"
"TPR","2018"
"TPR","2020"
"TPR","2019"
"TPR","2016"
"TPR","2017"
"TPR","2015"
"TPR","2021"
"TRGP","2022"
"TRIP","2015"
"TRIP","2017"
"TRIP","2018"
"TRIP","2016"
"TRMB","2021"
"TRMB","2022"
"TSCO","2017"
"TSCO","2021"
"TSCO","2016"
"TSCO","2019"
"TSCO","2020"
"TSCO","2018"
"TSCO","2022"
"TSCO","2015"
"TSLA","2022"
"TSLA","2020"
"TSLA","2021"
"TSN","2017"
"TSN","2021"
"TSN","2020"
"TSN","2015"
"TSN","2019"
"TSN","2016"
"TSN","2018"
"TSN","2022"
"TSS","2018"
"TSS","2015"
"TSS","2016"
"TSS","2017"
"TT","2020"
"TT","2022"
"TT","2021"
"TTWO","2020"
"TTWO","2022"
"TTWO","2021"
"TTWO","2019"
"TTWO","2018"
"TWC","2015"
"TWTR","2018"
"TWTR","2019"
"TWTR","2021"
"TWTR","2020"
"TWX","2016"
"TWX","2015"
"TWX","2017"
"TXN","2022"
"TXN","2019"
"TXN","2021"
"TXN","2017"
"TXN","2018"
"TXN","2016"
"TXN","2020"
"TXN","2015"
"TXT","2016"
"TXT","2022"
"TXT","2018"
"TXT","2020"
"TXT","2021"
"TXT","2015"
"TXT","2017"
"TXT","2019"
"TYL","2021"
"TYL","2022"
"TYL","2020"
"UA","2020"
"UA","2017"
"UA","2021"
"UA","2016"
"UA","2018"
"UA","2019"
"UAA","2020"
"UAA","2021"
"UAA","2016"
"UAA","2018"
"UAA","2017"
"UAA","2019"
"UAA","2015"
"UAL","2020"
"UAL","2016"
"UAL","2015"
"UAL","2018"
"UAL","2022"
"UAL","2017"
"UAL","2019"
"UAL","2021"
"UHS","2015"
"UHS","2022"
"UHS","2017"
"UHS","2021"
"UHS","2016"
"UHS","2018"
"UHS","2019"
"UHS","2020"
"ULTA","2016"
"ULTA","2021"
"ULTA","2018"
"ULTA","2020"
"ULTA","2022"
"ULTA","2017"
"ULTA","2019"
"UNP","2017"
"UNP","2018"
"UNP","2019"
"UNP","2021"
"UNP","2020"
"UNP","2022"
"UNP","2016"
"UNP","2015"
"UPS","2020"
"UPS","2015"
"UPS","2017"
"UPS","2021"
"UPS","2018"
"UPS","2022"
"UPS","2019"
"UPS","2016"
"URBN","2015"
"URBN","2016"
"URI","2015"
"URI","2019"
"URI","2020"
"URI","2018"
"URI","2021"
"URI","2017"
"URI","2022"
"URI","2016"
"VAR","2015"
"VAR","2020"
"VAR","2017"
"VAR","2018"
"VAR","2016"
"VAR","2019"
"VFC","2015"
"VFC","2019"
"VFC","2020"
"VFC","2017"
"VFC","2016"
"VFC","2022"
"VFC","2021"
"VFC","2018"
"VIAB","2016"
"VIAB","2018"
"VIAB","2017"
"VIAB","2015"
"VLO","2017"
"VLO","2021"
"VLO","2018"
"VLO","2019"
"VLO","2022"
"VLO","2015"
"VLO","2020"
"VLO","2016"
"VMC","2022"
"VMC","2020"
"VMC","2018"
"VMC","2015"
"VMC","2017"
"VMC","2016"
"VMC","2021"
"VMC","2019"
"VNT","2020"
"VRSN","2017"
"VRSN","2019"
"VRSN","2021"
"VRSN","2018"
"VRSN","2022"
"VRSN","2016"
"VRSN","2020"
"VRSN","2015"
"VRTX","2019"
"VRTX","2018"
"VRTX","2015"
"VRTX","2021"
"VRTX","2016"
"VRTX","2020"
"VRTX","2022"
"VRTX","2017"
"VTRS","2021"
"VTRS","2022"
"VTRS","2020"
"VZ","2020"
"VZ","2015"
"VZ","2017"
"VZ","2022"
"VZ","2016"
"VZ","2021"
"VZ","2018"
"VZ","2019"
"WAB","2019"
"WAB","2020"
"WAB","2022"
"WAB","2021"
"WAT","2016"
"WAT","2019"
"WAT","2015"
"WAT","2017"
"WAT","2022"
"WAT","2021"
"WAT","2020"
"WAT","2018"
"WBA","2015"
"WBA","2022"
"WBA","2019"
"WBA","2017"
"WBA","2018"
"WBA","2021"
"WBA","2020"
"WBA","2016"
"WBD","2022"
"WDC","2015"
"WDC","2020"
"WDC","2017"
"WDC","2018"
"WDC","2016"
"WDC","2022"
"WDC","2021"
"WDC","2019"
"WEC","2020"
"WEC","2019"
"WEC","2021"
"WEC","2016"
"WEC","2015"
"WEC","2017"
"WEC","2022"
"WEC","2018"
"WFM","2015"
"WFM","2016"
"WHR","2016"
"WHR","2017"
"WHR","2022"
"WHR","2015"
"WHR","2020"
"WHR","2018"
"WHR","2021"
"WHR","2019"
"WM","2020"
"WM","2015"
"WM","2019"
"WM","2022"
"WM","2017"
"WM","2018"
"WM","2021"
"WM","2016"
"WMB","2020"
"WMB","2019"
"WMB","2015"
"WMB","2016"
"WMB","2017"
"WMB","2021"
"WMB","2022"
"WMB","2018"
"WMT","2020"
"WMT","2019"
"WMT","2016"
"WMT","2015"
"WMT","2022"
"WMT","2021"
"WMT","2017"
"WMT","2018"
"WRK","2015"
"WRK","2021"
"WRK","2016"
"WRK","2017"
"WRK","2019"
"WRK","2020"
"WRK","2022"
"WRK","2018"
"WST","2022"
"WST","2020"
"WST","2021"
"WY","2020"
"WY","2018"
"WY","2019"
"WY","2021"
"WY","2022"
"WY","2015"
"WY","2017"
"WY","2016"
"WYNN","2017"
"WYNN","2019"
"WYNN","2015"
"WYNN","2016"
"WYNN","2022"
"WYNN","2018"
"WYNN","2021"
"WYNN","2020"
"XEC","2016"
"XEC","2015"
"XEC","2019"
"XEC","2018"
"XEC","2017"
"XEL","2020"
"XEL","2016"
"XEL","2015"
"XEL","2019"
"XEL","2022"
"XEL","2017"
"XEL","2018"
"XEL","2021"
"XLNX","2020"
"XLNX","2019"
"XLNX","2015"
"XLNX","2018"
"XLNX","2016"
"XLNX","2017"
"XLNX","2021"
"XOM","2020"
"XOM","2019"
"XOM","2022"
"XOM","2015"
"XOM","2018"
