"symbol","fy","FY_symbol","AccountsReceivableTurnover","CurrentRatio","DebtToEquity","ROA","ROE","DaysSalesinAccountingReceivable","DepreciationOverPlant","TimesInterestEarned","SalesToTotalAssets","NetIncomeLossToSales","SalestoCash","SalestoWorkingCapital","SalesToFixedAssets","WorkingCaitalToAssets","EBITDAMarginRatio","CashFlowOperationsToDebt","ChangeInDepreciation","ChangeInCurrentRatio","ChangeInDebtToEquity","ChangeInWorkingCapital","ChangeInDepreciationOverPlant","ChangeInEquityOverFixedAssets","ChangeInTimesInterestEarned","ChangeInSalesToTotalAssets","ChangeInPreTaxIncomeToSales","ChangeInNetIncomeLossToSales","ChangeInSalestoWorkingCapital","ChangeInWorkingCaitalToAssets","ChangeInEBITDAMarginRatio","ChangeInDebt","DiscretionaryAccrualsBinary"
"OMC",2022,"2022 OMC",-1.69633522761464,-0.794635283213461,1.66116102139465,-0.393482017867626,1.11072276658253,1.9386531583942,-0.975895247990142,-0.325359146685931,-0.246997627330873,-0.324410016852641,-2.09787536488453,-1.65871583935336,-0.244939422989556,-0.884959019117726,-0.549454120554416,-1.40430574815393,-0.261684049125229,0.0586486963973313,-0.971993260876693,-0.111988391378512,0.396507093476396,-0.00737983355868578,0.173094148013519,0.138069177996057,0.00394596761075541,-0.139492499888402,1.55679876905988,-0.0118358076832639,0.0537518416404721,-1.29332921209362,"1"
"ORCL",2018,"2018 ORCL",-0.171676418760567,1.8572023357534,0.0262606186796294,-0.742186876192503,-0.556208675280734,-0.0839343689421943,-0.113101891092504,-0.513658227131858,-0.974437037485689,-0.285129783927309,-1.01321319395073,-0.328331031823886,1.57264041723657,1.92354984983441,0.921042481430114,-0.0925642052319674,1.55078829504103,1.78841469799896,1.2637686952375,1.72451733532927,0.396763213575242,-1.66612846076729,-0.0932800934769587,-0.0422507531839092,0.499230314428796,-1.69588206013286,-0.0698633798186019,0.981006233861859,0.624096661401671,1.54245804911366,"1"
"ORCL",2019,"2019 ORCL",-0.13216619758125,1.51855004582774,1.36746828666435,0.494547856064696,1.59486924647547,-0.122965319825534,-0.11926247777126,-0.576785241842994,-0.751539660865906,1.57437819424184,-1.00529902444409,-0.243529787908868,1.57264041723657,1.4045928091177,0.82433355636352,-0.0995164811265025,0.750555577461422,-1.73932297301739,1.61867162473862,-1.69892910333152,-0.114721118884438,-1.66612846076729,-0.250677987907599,0.675025372578319,-0.441642678157152,1.66223988825619,0.10843786968222,-1.8639968477007,-0.348100391342154,-1.84863145770882,"1"
"ORCL",2020,"2020 ORCL",-0.305447401299882,1.8572023357534,1.66116102139465,0.258251634045973,1.59486924647547,0.0605493232471594,0.0652876104688753,-0.557343753722507,-0.827564502048141,1.36152582539745,-1.08840735517869,-0.27938988514401,1.57264041723657,1.80372586994945,0.810495937100218,-0.508925568168908,1.55078829504103,1.78841469799896,1.61867162473862,1.72451733532927,1.1557701572637,-1.66612846076729,-0.0725347696352583,-0.451360839144363,-0.214072781826087,-0.36686739857585,-0.129479315274487,1.12541402586811,-0.0431785150511956,1.54245804911366,"1"
"ORCL",2021,"2021 ORCL",-0.187908423143956,1.22880319138899,1.66116102139465,0.542868355890248,1.59486924647547,-0.0674464355746298,0.0406210917430572,-0.674772677297255,-0.917916356242094,1.77180387605799,-1.0603670100749,-0.259312091728688,1.57264041723657,1.2713901581419,0.867440491247614,-0.518024898675537,1.55078829504103,-1.73932297301739,1.61867162473862,-1.69892910333152,-0.238005383033694,-1.66612846076729,-0.367835456815834,-0.505347290971971,0.0986469181809657,1.19627923464329,-0.0191823025849614,-1.26851875946184,0.217261849863207,1.54245804911366,"0"
"ORCL",2022,"2022 ORCL",-0.28140101829946,0.195933079896234,-1.98660807288351,-0.1814477146886,-1.87061476459222,0.0330617291126047,-0.0725375881770426,-0.732036794149081,-0.675784564714483,0.342131699590511,-0.999710940173743,0.000609378470267771,1.15701865556343,0.187243592106375,0.783495659451714,-0.961547530554599,1.55078829504103,-1.73932297301739,-1.66705611501102,-1.69892910333152,-0.827529377181615,-1.66612846076729,-0.238028666952981,0.74750369119256,-0.608914796619829,-1.69588206013286,0.453735799154152,-1.8639968477007,-0.3011353866095,-1.84863145770882,"0"
"ORLY",2020,"2020 ORLY",1.62805592724228,-0.970823320535915,1.66116102139465,1.31508353548073,1.59486924647547,-1.78952617863892,-1.0189352733913,-1.01195724951504,1.18810425731109,0.268879002667593,1.17464870379721,-1.65871583935336,0.212876131973611,-1.30201468350923,-1.10613972975714,0.715548162300296,0.379866445242448,0.0828038796079928,1.61867162473862,-0.115543031646324,0.337628441086891,-0.38448799289011,-0.116312730522096,0.449847785344862,-0.00961545967907104,0.174432153179126,0.114666348794135,-0.0399198860100518,0.0380566657080091,0.39722926089698,"0"
"ORLY",2021,"2021 ORLY",1.62805592724228,-1.10535440237378,-1.98660807288351,1.7828996286829,-1.87061476459222,-1.77956044649365,-1.01097591142915,-0.955377341331673,1.60391101245261,0.383967771643469,1.47306440731959,-1.55355921510031,0.414482348919355,-1.73338867442836,-1.1251123816766,0.965030587559232,-0.146812303914999,-0.211708861983142,-1.66705611501102,-0.56953432245626,-0.0206557417073972,-0.297761116054365,0.00759212433353109,1.40193843269348,-0.0150554846483625,0.135328603160626,1.21337524823566,-1.00904084587243,-0.0620726760295019,-0.140907289441948,"0"
"ORLY",2022,"2022 ORLY",1.62805592724228,-1.18464259545224,-1.98660807288351,1.66474822960424,-1.87061476459222,-1.72868587071682,-0.988389825780273,-0.952372836496184,1.61552649274861,0.266593310204383,1.47306440731959,-1.25083505221169,0.46556508447664,-2.09310385737858,-1.12358315252979,0.536564093304886,0.134764836349639,-0.0869996884551995,1.61867162473862,-0.604922111704101,0.076785709068812,-1.27954927805729,-0.107997894200436,-0.12111824148837,-0.0273049273772787,-0.220656332554027,0.538133138486043,-0.824873244345269,0.0133632300615446,0.908199114455975,"0"
"OTIS",2021,"2021 OTIS",-0.994951042590357,-0.259214066669219,-1.98660807288351,0.486584767627737,-1.87061476459222,1.3307112356729,-0.470919982094715,0.759104336132667,1.68650931956739,-0.374680909310162,-0.321779726799269,0.423409747993425,1.57264041723657,0.634944275223355,-0.326394702410821,-0.682492102789123,-0.104612382930749,1.29297870598861,-1.48910920722016,1.72451733532927,0.959641432787891,0.0445527308795083,-1.73081971194654,-0.470072967065024,-0.105227728619766,0.207865262937522,1.55679876905988,1.92834207003888,-0.0628614131876776,0.547405849388703,"1"
